	key	final_y_pred	model_correct	fold	mouse_id	Unnamed: 0	diet	vendor	high_fiber	chow_highFiber	bloom_status	model
282	charles_river	charles_river	1	f3	32	12	2	1	0	0	1	ridge_class
283	charles_river	charles_river	1	f3	33	8	1	1	1	1	0	ridge_class
284	charles_river	charles_river	1	f3	34	11	2	1	0	0	1	ridge_class
285	taconic	taconic	1	f3	35	31	1	0	1	1	1	ridge_class
286	taconic	taconic	1	f3	36	37	2	0	0	0	1	ridge_class
287	taconic	taconic	1	f3	37	47	4	0	0	0	1	ridge_class
288	charles_river	charles_river	1	f3	38	20	4	1	0	0	1	ridge_class
289	charles_river	charles_river	1	f3	39	19	3	1	1	1	0	ridge_class
290	taconic	taconic	1	f4	40	45	4	0	0	0	1	ridge_class
291	charles_river	charles_river	1	f4	41	1	0	1	0	1	0	ridge_class
292	charles_river	charles_river	1	f4	42	17	3	1	1	1	0	ridge_class
293	charles_river	charles_river	1	f4	43	14	2	1	0	0	1	ridge_class
294	charles_river	charles_river	1	f4	44	18	3	1	1	1	0	ridge_class
295	taconic	taconic	1	f4	45	42	3	0	1	1	0	ridge_class
296	taconic	taconic	1	f4	46	46	4	0	0	0	1	ridge_class
297	charles_river	charles_river	1	f4	47	7	1	1	1	1	0	ridge_class
298	charles_river	charles_river	1	f4	48	21	4	1	0	0	1	ridge_class
299	taconic	taconic	1	f4	49	49	4	0	0	0	1	ridge_class
300	taconic	taconic	1	f0	0	33	1	0	1	1	0	svc
301	charles_river	charles_river	1	f0	1	5	1	1	1	1	0	svc
302	charles_river	charles_river	1	f0	2	22	4	1	0	0	1	svc
303	charles_river	charles_river	1	f0	3	10	2	1	0	0	1	svc
304	charles_river	charles_river	1	f0	4	2	0	1	0	1	0	svc
305	taconic	taconic	1	f0	5	29	0	0	0	1	0	svc
306	taconic	taconic	1	f0	6	25	0	0	0	1	1	svc
307	taconic	taconic	1	f0	7	40	3	0	1	1	0	svc
308	charles_river	charles_river	1	f0	8	13	2	1	0	0	1	svc
309	taconic	taconic	1	f0	9	39	2	0	0	0	1	svc
310	taconic	taconic	1	f1	10	26	0	0	0	1	0	svc
311	charles_river	charles_river	1	f1	11	16	3	1	1	1	0	svc
312	taconic	taconic	1	f1	12	34	1	0	1	1	0	svc
313	charles_river	charles_river	1	f1	13	0	0	1	0	1	0	svc
314	charles_river	charles_river	1	f1	14	4	0	1	0	1	0	svc
315	taconic	taconic	1	f1	15	38	2	0	0	0	1	svc
316	taconic	taconic	1	f1	16	32	1	0	1	1	1	svc
317	charles_river	charles_river	1	f1	17	23	4	1	0	0	1	svc
318	taconic	taconic	1	f1	18	41	3	0	1	1	0	svc
319	charles_river	charles_river	1	f1	19	6	1	1	1	1	0	svc
320	charles_river	charles_river	1	f2	20	24	4	1	0	0	1	svc
321	charles_river	charles_river	1	f2	21	15	3	1	1	1	0	svc
322	taconic	taconic	1	f2	22	30	1	0	1	1	0	svc
323	charles_river	taconic	0	f2	23	3	0	1	0	1	1	svc
324	taconic	taconic	1	f2	24	28	0	0	0	1	1	svc
325	taconic	taconic	1	f2	25	27	0	0	0	1	0	svc
326	taconic	taconic	1	f2	26	44	3	0	1	1	1	svc
327	taconic	taconic	1	f2	27	43	3	0	1	1	0	svc
328	taconic	taconic	1	f2	28	35	2	0	0	0	1	svc
329	taconic	taconic	1	f2	29	36	2	0	0	0	1	svc
330	charles_river	charles_river	1	f3	30	9	1	1	1	1	0	svc
331	taconic	taconic	1	f3	31	48	4	0	0	0	1	svc
332	charles_river	charles_river	1	f3	32	12	2	1	0	0	1	svc
333	charles_river	charles_river	1	f3	33	8	1	1	1	1	0	svc
334	charles_river	charles_river	1	f3	34	11	2	1	0	0	1	svc
335	taconic	taconic	1	f3	35	31	1	0	1	1	1	svc
336	taconic	taconic	1	f3	36	37	2	0	0	0	1	svc
337	taconic	taconic	1	f3	37	47	4	0	0	0	1	svc
338	charles_river	charles_river	1	f3	38	20	4	1	0	0	1	svc
339	charles_river	charles_river	1	f3	39	19	3	1	1	1	0	svc
340	taconic	taconic	1	f4	40	45	4	0	0	0	1	svc
341	charles_river	charles_river	1	f4	41	1	0	1	0	1	0	svc
342	charles_river	charles_river	1	f4	42	17	3	1	1	1	0	svc
