mouse_id	 f__AKAU3644	 f__Acholeplasmataceae	 f__Akkermansiaceae	 f__Alicyclobacillaceae	 f__Anaerofustaceae	 f__Anaerovoracaceae	 f__Atopobiaceae	 f__Bacillaceae	 f__Bacteroidaceae	 f__Beggiatoaceae	 f__Bifidobacteriaceae	 f__Butyricicoccaceae	 f__Christensenellaceae	 f__Clostridia_UCG-014	 f__Clostridia_vadinBB60_group	 f__Clostridiaceae	 f__Deferribacteraceae	 f__Desulfovibrionaceae	 f__Eggerthellaceae	 f__Enterobacteriaceae	 f__Enterococcaceae	 f__Erysipelatoclostridiaceae	 f__Erysipelotrichaceae	 f__Gastranaerophilales	 f__Hungateiclostridiaceae	 f__Lachnospiraceae	 f__Lactobacillaceae	 f__Marinifilaceae	 f__Monoglobaceae	 f__Moorellaceae	 f__Moraxellaceae	 f__Morganellaceae	 f__Muribaculaceae	 f__Oscillospiraceae	 f__Oscillospirales	 f__Peptococcaceae	 f__Peptostreptococcaceae	 f__Prevotellaceae	 f__RF39	 f__Rikenellaceae	 f__Ruminococcaceae	 f__Saccharimonadaceae	 f__Sphingomonadaceae	 f__Spirosomaceae	 f__Streptococcaceae	 f__Sutterellaceae	 f__Tannerellaceae	 f__UCG-010	 f__Weeksellaceae	 f__Xanthomonadaceae	 f__[Eubacterium]_coprostanoligenes_group	 f__uncultured
CDD02.CR.LFLF.3	0.0	0.00018501295090655	8.300581040672e-05	0.0	0.0	0.00012723112840120558	0.0	0.0	0.0	0.0	0.0	6.600462032342e-05	0.0	0.00046951740230062784	6.576731557649374e-05	0.000135009450661525	4.0002800196e-05	0.0	0.00013938475693298124	0.0	9.167308378251668e-05	0.0005536101812841143	0.00013053545327119796	0.0	0.0	0.00034343161259594657	0.02129186080062641	0.0	0.0	0.0	0.0	0.00017001190083305	0.002695643240481375	0.00011638495854129296	0.0	5.000350024501715e-06	0.0010114993763849	0.0	0.00010439755173105419	0.0	9.806656615216269e-05	0.0	0.0	0.0	0.0	0.0	0.00843059014130986	3.857412876042857e-05	0.0	0.0	0.0024461712319862198	0.0
CDD02.CR.LFLF.4	0.0	0.00013	0.009415999999999999	0.0	0.0	0.00012222222222222221	0.0	0.0	0.0	0.0	0.0	0.00022799999999999999	0.0	0.0003084536082474227	8.033898305084745e-05	0.001365	6.166666666666667e-05	0.0	0.000109375	0.0	0.0	0.0008214285714285714	0.00014894736842105264	0.0	0.0	0.00041592427616926505	0.01387	0.0	2.25e-05	0.0	0.0	0.0	0.004442272727272727	0.00021855072463768116	0.0	2.125e-05	0.0003342857142857143	0.0	6.902439024390244e-05	0.0	0.00017940298507462685	0.0	0.0	0.0	0.0	0.0	0.007562000000000001	0.00011142857142857143	0.0	0.0	0.003004	0.0
CDD02.CR.LFLF.5	0.0	0.00064514193122485	0.007201584348556683	0.0	0.0	7.27937924121e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005939451009118876	5.3910165321111866e-05	0.005448698713716987	4.167583535043333e-05	0.0	0.000148157594670825	0.0	0.0	0.0006587163461675785	0.0002147840946060684	0.0	0.0	0.00016803251280982705	0.016715529268290872	0.0	0.0	0.0	0.0	0.0	0.0035791965141421978	8.712061581083479e-05	0.0	0.0	0.008573314700662702	5.601232271098e-05	7.709013056042317e-05	1.200264058092e-05	0.00023423063521735442	0.0	0.0	0.0	0.0	0.0	0.007613675008501861	0.0001085953195417143	0.0	0.0	0.00307067554862066	0.0
CDD02.Tc.Chow.1	0.0	0.00038999220015595	3.999920001599e-05	0.0	0.00013499730005395	0.00019277392229929437	0.0	0.0	0.0008370420826877353	0.0	0.0	0.00042199156016876004	5.999880002397001e-05	0.0002603040722690505	5.796494239605252e-05	0.000852482950340975	0.0008216502336619833	0.0005866549335679667	0.00019749605007895622	0.0	4.1665833349983335e-05	3.0713671440842855e-05	0.00023525845272565264	2.124957500848746e-05	0.0	0.0010834304472039412	0.009604622722360352	0.0003199936001279334	4.2499150016975e-05	0.0	0.0	0.0	0.0023163173100174067	0.0004965118088942087	0.0	0.0013712225755484625	0.0	0.00233595328093438	5.524279758306218e-05	0.0007479850402991801	0.00015865354334701492	3.999920001599968e-05	0.0	0.0	0.0	1.999960000799984e-05	0.00023799524009517997	3.714211430054286e-05	0.0	0.0	0.00018399632007358	0.0
CDD02.Tc.Chow.2	0.0	0.0	0.00018799436016919002	0.0	0.0	3.944326114659445e-05	0.0	0.0	0.003089319085133312	0.0	0.0	0.0	0.00018599442016738	0.0003387527240162021	5.9659227172320295e-05	0.0017974460766177	0.0009116393174871334	0.0014266238679506002	6.749797506073125e-05	0.0	0.0	5.214129290405714e-05	7.473460006724724e-05	0.000141245762627075	0.0	0.0012706077614998714	0.004744302115380974	0.0010966337676536	0.0	0.0	0.0	0.0	0.0022081155747145547	0.0003904230699165696	0.0	0.0007962261132165747	0.0	0.0018659440216793398	0.00015914156721639024	0.0013369598912032397	0.00014835375834245076	5.499835004945e-05	0.0	0.0	0.0	0.0002433260335523	0.00028199154025378	7.856907149925714e-05	0.0	0.0	0.0009019729408117399	0.0
CDD02.Tc.Chow.3	0.0	0.0	0.00040698372065117	0.0	6.999720011195e-05	0.00011388433351552777	0.0	0.0	0.0030928174637720233	0.0	0.0	6.999720011197999e-05	0.00013699452021917997	0.0002088576250764299	3.474437293694237e-05	0.0061522539098435745	0.00045664840073063334	0.00034998600055996667	0.00014311927522896875	0.0	0.0	0.00032141571479997146	4.841911586693158e-05	0.00043373265069395004	0.0	0.00031272691185893275	0.017968170162082395	0.0007733024012372666	0.000237490500379975	0.0	0.0	0.0	0.003926206588100091	0.0003886801049697029	0.0	0.0011187052517898876	0.0	0.00273789048438062	5.2436926913160976e-05	0.00117895284188632	0.0001001452479214179	0.0	0.0	0.0	0.0	0.0007366372011786	6.999720011197999e-05	0.0	0.0	0.0	0.00023199072037118	0.0
CDD02.Tc.Chow.4	0.0	0.0	6.800884114934e-05	0.0	0.00011501495194375	0.00016502145278885	0.0	0.0	0.002911554972734671	0.0	0.0	0.00026803484452976	6.300819106481979e-05	0.00017002210287336494	0.00020697605943008305	0.0005725744346765	0.004522254559759433	0.0013901807234940333	0.00013376738976065625	0.00017335586959636666	0.0	0.00013144565936427143	7.106186962198948e-05	2.5003250422544227e-05	0.0	0.0014472928251273835	0.0026529374744642667	0.0005600728094651667	2.250292538029944e-05	0.0	0.0	0.0	0.0019895768268056407	0.00027873188731924927	0.0	0.000110014301859225	0.0	0.0012961685019052401	2.8784229754743995e-05	0.00122115875063758	0.0003091446664185597	4.500585076059888e-05	0.0	0.0	0.0	0.00016002080270433334	0.00031204056527348	0.0	0.0	0.0	0.00030403952513826	0.0
CDD02.Tc.Chow.5	0.0	0.0	0.0012151215121512101	0.0	0.0	0.00015390427931681112	0.0	0.0	0.0025502550255025415	0.0	0.0	0.0003240324032403	9.800980098009001e-05	7.371871207738969e-05	4.119055973393729e-05	0.00125512551255125	0.00011834516785011667	2.666933360002667e-05	7.125712571256874e-05	6.000600060003333e-05	0.0	0.00019930564485019285	0.00046636242571624736	6.250625062506251e-06	0.0	0.0006660354231414164	0.011117037629688882	0.00033003300330029995	0.00016501650165015	0.0	0.0	0.0	0.005503732191400934	0.00036916735151774926	0.0	2.8752875287525e-05	4.2861429000042855e-05	0.00033003300330032	3.829651257808415e-05	0.00175817581758175	0.00015120915076581045	0.0	0.0	0.0	0.0	0.0014301430143014002	0.00048204820482047997	6.143471490005714e-05	0.0	0.0	0.0004100410041004	0.0
CDD02.Tc.HFHF.1	0.0	7.499775006745e-05	0.0016609501714948498	0.0	4.499865004049878e-05	7.333113339931654e-05	0.0	0.0	0.003797533132829529	0.0	0.0	0.00021399358019255995	0.00024399268021956972	0.0004995726416867134	0.00018321484253774913	0.0027899163025109	0.00019832738351181666	0.0005966487672036334	8.062258132253105e-05	0.0003466562669786333	0.0	0.00048284265757739985	0.00027630750024864735	0.00011499655010346226	8.999730008099757e-05	0.0007406013899760957	0.006995716054444285	0.0010399688009359333	5.7498275051725e-05	0.0	0.0	0.0	0.004158738874197384	0.0005834607570468188	0.0	0.0010399688009359372	0.0	0.004125876223713279	0.00015511729770056578	0.0017939461816145297	0.00020342673301888505	0.0	0.0	0.0	2.33326333543327e-05	0.00013999580012596667	0.00024199274021777998	8.571171436282857e-05	0.0	0.0	0.00022399328020157963	9.99970000899973e-05
CDD02.Tc.HFHF.2	0.0	0.0	7.1e-05	0.0	5e-05	0.00018777777777777779	0.0	0.0	0.0016323529411764706	0.0	0.0	0.00029	0.000163	0.0003224742268041237	0.000261864406779661	0.00327	0.000295	0.0012233333333333334	0.00016125000000000002	8.333333333333333e-05	0.0	0.0001042857142857143	0.00015368421052631577	7.000000000000001e-05	0.0	0.0008618930957683742	0.010694814814814815	0.0006866666666666667	3.75e-05	0.0	0.0	0.0	0.002204318181818182	0.0005499999999999999	0.0	0.00038125	0.0	0.002308	0.00014756097560975613	0.0036499999999999996	0.00021865671641791044	0.00019	0.0	0.0	8.333333333333333e-05	4.333333333333333e-05	6.6e-05	0.0	0.0	0.0	2.6e-05	0.0
CDD02.Tc.HFHF.3	0.0	0.00035998200089995	0.0016189190540472902	0.0	7.499625018745e-05	0.00010277263914580509	0.0	0.0	0.004322136834334735	0.0	0.0	0.0	0.00016799160041996937	0.0005566731972679556	3.6269372972020335e-05	0.00070246487675615	0.0004233121677249333	0.00013332666699996458	0.0001862406879655746	0.002413212672699667	6.499675016248333e-05	0.0002449877506124572	0.0003236680271249421	4.999750012497344e-05	0.0	0.00018983460626522197	0.014192253350295437	0.0010299485025748332	2.9998500074975e-05	0.0	0.0	0.0	0.0062946852657366935	0.00012868921771301886	0.0	0.0015599220038997874	0.0	0.00513974301284934	3.2803237886881584e-05	0.001160941952902349	3.4326641876853545e-05	0.0	0.0	0.0	4.333116677496666e-05	0.0002366548339249667	0.00049997500124992	0.00010856600027141304	0.0	0.0	0.00131393430328482	0.0002399880005999
CDD02.Tc.HFHF.4	0.0	0.00010502520604945	4.501080259262e-05	0.0	0.00011502760662555	7.668507108372222e-05	0.0	0.0	0.0015997957156776352	0.0	0.0	6.601584380250001e-05	0.00018104345042809	0.00023809838072476702	0.00010561856879548835	0.0060989637513003	9.335573871061666e-05	0.0003367474860633	0.00020567436184683124	0.0133998826384999	0.0	0.00020290584025879285	0.00017319946260785788	3.5008402016475e-05	0.0	0.0005230654020661932	0.015638197611871282	0.00024339174735266665	2.2505401296311115e-05	0.0	0.0	0.0	0.002720652956709593	0.00046228486141020356	0.0	0.0013253180763383	0.0	0.0018324397855485198	3.87897973562404e-05	0.00212250940225653	7.912346724406716e-05	0.0	0.0	0.0	0.0001100264063375	1.6670667626897124e-05	0.00019804753140752	6.001440345682064e-05	0.0	0.0	0.00048411618788508004	0.0
